date,schedule_interval,transmission_id,sched_inj_gj,sched_wdl_gj,price_value,administered_price,actual_wdl_gj,actual_inj_gj
2017-11-21,4,186397,741101.1507,747228.0,5.9947,,678147.2123,678354.7955
2017-11-21,5,186407,747713.9634,753083.0,6.01,,678147.2123,678354.7955
2017-11-20,1,186250,646098.79,654136.0,5.1993,,662040.2141,645510.2172
2017-11-20,2,186265,660113.0,669418.9791,5.32,,662040.2141,645510.2172
2017-11-20,3,186285,667174.0,688324.4126,5.21,,662040.2141,645510.2172
2017-11-20,4,186311,670842.2099,681669.5531,6.3,,662040.2141,645510.2172
2017-11-20,5,186320,690265.1094,689148.3531,6.4588,,662040.2141,645510.2172
2017-11-19,1,186210,564796.0,555410.3998,5.498,,600615.7165,608764.267
2017-11-19,2,186220,573485.0,562160.9468,5.478,,600615.7165,608764.267
2017-11-19,3,186230,573305.0,561332.5072,5.32,,600615.7165,608764.267
2017-11-19,4,186238,575045.0,553952.4665,5.478,,600615.7165,608764.267
2017-11-19,5,186244,583113.0,547795.4445,6.0,,600615.7165,608764.267
2017-11-18,1,186146,524440.0,524347.0972,5.64,,592547.9037,577273.6587
2017-11-18,2,186165,544451.0,543551.5244,5.21,,592547.9037,577273.6587
2017-11-18,3,186174,548745.0,539994.6662,5.0808,,592547.9037,577273.6587
2017-11-18,4,186193,570098.0,556772.5563,5.0808,,592547.9037,577273.6587
2017-11-18,5,186199,574939.8658,554341.3113,6.15,,592547.9037,577273.6587
2017-11-17,1,186087,585959.0,586157.9384,5.66,,620910.5868,619573.9269
2017-11-17,2,186099,586399.0,585533.9434,5.21,,620910.5868,619573.9269
2017-11-17,3,186109,598693.6004,595219.0055,5.67,,620910.5868,619573.9269
2017-11-17,4,186120,598593.0,593433.7514,6.0,,620910.5868,619573.9269
2017-11-17,5,186129,609383.0,600274.8449,6.1888,,620910.5868,619573.9269
2017-11-16,1,186040,571895.0,575803.2078,5.6233,,601225.6638,580379.3799
2017-11-16,2,186050,566323.0,571556.3765,5.2524,,601225.6638,580379.3799
2017-11-16,3,186064,581869.0,575824.0638,5.2524,,601225.6638,580379.3799
2017-11-16,4,186072,587575.0,579020.6815,5.4,,601225.6638,580379.3799
2017-11-16,5,186078,587420.0,581076.8722,5.2,,601225.6638,580379.3799
2017-11-15,1,185982,642442.0,632537.6,5.6989,,657518.9379,667693.4451
2017-11-15,2,185992,652537.0,647595.8351,5.6012,,657518.9379,667693.4451
2017-11-15,3,186007,655443.9426,647092.0,5.5547,,657518.9379,667693.4451
2017-11-15,4,186018,659647.0,649600.573,5.5,,657518.9379,667693.4451
2017-11-15,5,186029,659647.0,650992.1345,5.2233,,657518.9379,667693.4451
2017-11-14,1,185893,662822.0,648097.1396,5.91,,669621.4136,666976.2714
2017-11-14,2,185910,652552.4434,643336.2453,5.0,,669621.4136,666976.2714
2017-11-14,3,185932,641370.3126,636395.9811,4.5,,669621.4136,666976.2714
2017-11-14,4,185952,655247.7585,655936.6268,4.5089,,669621.4136,666976.2714
2017-11-14,5,185963,672502.3158,664725.7789,5.202,,669621.4136,666976.2714
2017-11-13,1,185828,682452.7946,669174.0,7.0986,,687561.5023,697094.2804
2017-11-13,2,185837,701656.9607,668427.0,6.88,,687561.5023,697094.2804
2017-11-13,3,185847,684574.4587,647218.9412,6.25,,687561.5023,697094.2804
2017-11-13,4,185858,697503.2667,658528.9196,5.89,,687561.5023,697094.2804
2017-11-13,5,185873,708303.8706,670830.3371,5.85,,687561.5023,697094.2804
2017-11-12,1,185712,592595.7982,565717.0,6.8,,658497.8041,659268.7286
2017-11-12,2,185743,589248.648,557290.7581,7.0144,,658497.8041,659268.7286
2017-11-12,3,185763,613521.8267,574104.5834,7.0144,,658497.8041,659268.7286
2017-11-12,4,185790,631855.8197,587776.4087,6.78,,658497.8041,659268.7286
2017-11-12,5,185805,630749.1808,591130.6035,6.5,,658497.8041,659268.7286
2017-11-11,1,185642,582950.0,582415.6666,6.29,,628468.1963,577784.2544
2017-11-11,2,185663,595192.0,599407.7702,5.24,,628468.1963,577784.2544
2017-11-11,3,185679,566650.0,567705.3069,5.19,,628468.1963,577784.2544
2017-11-11,4,185691,586976.2584,582485.9758,5.19,,628468.1963,577784.2544
2017-11-11,5,185695,585631.9456,568382.1382,5.2,,628468.1963,577784.2544
2017-11-10,1,185608,567404.8081,572418.0,6.3,,614903.5468,605616.6031
2017-11-10,2,185614,563131.0,569315.4777,6.1088,,614903.5468,605616.6031
2017-11-10,3,185621,576280.9369,584413.0,6.0,,614903.5468,605616.6031
2017-11-10,4,185627,578960.6856,584846.6666,6.2547,,614903.5468,605616.6031
2017-11-10,5,185630,577892.0,590097.0981,5.91,,614903.5468,605616.6031
2017-11-09,1,185563,652329.9711,655927.0,6.6999,,657918.1724,661099.8384
2017-11-09,2,185569,644758.3333,649264.6132,6.0688,,657918.1724,661099.8384
2017-11-09,3,185581,647283.2229,660510.0,6.0,,657918.1724,661099.8384
2017-11-09,4,185593,650424.7517,666097.0,5.99,,657918.1724,661099.8384
2017-11-09,5,185597,649544.3333,675918.9741,5.65,,657918.1724,661099.8384
2017-11-08,1,185523,677910.3155,681568.0,6.78,,675646.9352,675366.0619
2017-11-08,2,185529,664712.1719,663659.0,7.2012,,675646.9352,675366.0619
2017-11-08,3,185533,711545.6234,722188.2916,6.03,,675646.9352,675366.0619
2017-11-08,4,185537,719142.3848,738785.625,6.29,,675646.9352,675366.0619
2017-11-08,5,185551,717481.4421,754486.1286,5.51,,675646.9352,675366.0619
2017-11-07,1,185490,663394.5603,665920.0,6.6895,,688623.352,672901.0599
2017-11-07,2,185496,652698.3666,646202.5833,6.3,,688623.352,672901.0599
2017-11-07,3,185505,679385.4648,667685.0,6.6812,,688623.352,672901.0599
2017-11-07,4,185511,679385.0,668913.5799,6.5,,688623.352,672901.0599
2017-11-07,5,185515,703966.4367,687835.7012,6.3089,,688623.352,672901.0599
2017-11-06,1,185454,692782.0,698743.7299,6.99,,666730.5227,664549.5531
2017-11-06,2,185463,671982.3333,687677.4722,6.01,,666730.5227,664549.5531
2017-11-06,3,185475,695982.3333,713052.6268,6.01,,666730.5227,664549.5531
2017-11-06,4,185481,704309.3333,726020.2305,6.17,,666730.5227,664549.5531
2017-11-06,5,185485,704140.3333,725913.4364,6.17,,666730.5227,664549.5531
2017-11-05,1,185400,699001.0,703304.2825,6.8544,,672979.1978,680380.7428
2017-11-05,2,185415,702261.684,697653.2916,6.78,,672979.1978,680380.7428
2017-11-05,3,185430,702172.6035,706742.5584,6.0189,,672979.1978,680380.7428
2017-11-05,4,185443,699615.5126,722007.5887,5.8089,,672979.1978,680380.7428
2017-11-05,5,185447,699615.6035,734530.8168,5.51,,672979.1978,680380.7428
2017-11-04,1,185351,762092.6551,771082.0,6.422,,717563.7256,702164.5414
2017-11-04,2,185364,747270.7375,746533.0,6.6069,,717563.7256,702164.5414
2017-11-04,3,185375,754771.0,771868.0217,5.8089,,717563.7256,702164.5414
2017-11-04,4,185386,742356.0,778694.1136,5.75,,717563.7256,702164.5414
2017-11-04,5,185390,742356.0,801565.1415,5.2689,,717563.7256,702164.5414
2017-11-03,1,185301,731011.446,743694.2917,6.4589,,708073.2825,715560.9975
2017-11-03,2,185316,719164.0064,726898.2916,6.4478,,708073.2825,715560.9975
2017-11-03,3,185327,719163.6667,743016.4507,6.01,,708073.2825,715560.9975
2017-11-03,4,185336,736630.9077,765711.2916,5.8111,,708073.2825,715560.9975
2017-11-03,5,185342,736630.6667,761881.6178,6.01,,708073.2825,715560.9975
2017-11-02,1,185260,717336.5462,734028.625,6.2989,,713271.7693,694795.2929
2017-11-02,2,185269,714199.5045,731934.625,6.2989,,713271.7693,694795.2929
2017-11-02,3,185278,712330.9692,741542.2739,5.8011,,713271.7693,694795.2929
2017-11-02,4,185291,718758.2204,747552.8641,6.2869,,713271.7693,694795.2929
2017-11-02,5,185294,730710.3333,754016.3539,6.41,,713271.7693,694795.2929
2017-11-01,1,185209,687094.0,703207.4701,6.0111,,716862.7858,714613.0052
2017-11-01,2,185224,689567.1234,706279.2699,6.2989,,716862.7858,714613.0052
2017-11-01,3,185235,688460.8425,716326.2699,6.0111,,716862.7858,714613.0052
2017-11-01,4,185249,691058.0,713448.7804,6.4911,,716862.7858,714613.0052
2017-11-01,5,185253,730450.8861,739999.826,6.4888,,716862.7858,714613.0052
2017-10-31,1,185177,746099.8503,742878.0,6.6989,,688399.3524,709128.9524
2017-10-31,2,185181,760407.3064,750302.0,6.75,,688399.3524,709128.9524
2017-10-31,3,185185,759073.6667,761266.9092,6.29,,688399.3524,709128.9524
2017-10-31,4,185191,761772.6667,766488.4592,6.02,,688399.3524,709128.9524
2017-10-31,5,185201,761412.5274,775030.7391,5.7612,,688399.3524,709128.9524
2017-10-30,1,185125,709134.5958,704523.0,6.05,,732788.7365,733287.6369
2017-10-30,2,185135,733283.0,739021.4604,6.0244,,732788.7365,733287.6369
2017-10-30,3,185141,730850.0,747739.8653,6.0,,732788.7365,733287.6369
2017-10-30,4,185150,739291.8364,745774.0552,6.2047,,732788.7365,733287.6369
2017-10-30,5,185160,754292.0,765381.657,6.0,,732788.7365,733287.6369
2017-10-29,1,185088,591038.0,599486.3809,5.75,,656405.2464,622013.3032
2017-10-29,2,185095,591150.0,606975.432,5.5211,,656405.2464,622013.3032
2017-10-29,3,185101,596150.0,612796.2275,5.7,,656405.2464,622013.3032
2017-10-29,4,185107,599272.0,611958.0148,5.8,,656405.2464,622013.3032
2017-10-29,5,185115,599261.0,610720.5159,6.0,,656405.2464,622013.3032
2017-10-28,1,185028,602521.0,619974.0545,5.5,,690685.9631,631101.0918
2017-10-28,2,185051,615654.0,648405.3903,5.5,,690685.9631,631101.0918
2017-10-28,3,185064,610083.6533,646339.5771,5.5,,690685.9631,631101.0918
2017-10-28,4,185076,608748.6533,642552.1885,5.5089,,690685.9631,631101.0918
2017-10-28,5,185080,604964.416,633140.1666,6.3089,,690685.9631,631101.0918
2017-10-27,1,184962,656622.0554,658495.0,6.22,,663017.0615,680868.6865
2017-10-27,2,184979,643017.0,645937.0216,6.01,,663017.0615,680868.6865
2017-10-27,3,184996,648017.0,656451.5964,6.01,,663017.0615,680868.6865
2017-10-27,4,185012,652948.0,656313.1697,6.3,,663017.0615,680868.6865
2017-10-27,5,185015,652948.0,664914.4911,6.0,,663017.0615,680868.6865
2017-10-26,1,184905,709726.4962,707468.1824,6.01,,760101.3871,764346.5255
2017-10-26,2,184923,753504.6655,746221.8637,7.1089,,760101.3871,764346.5255
2017-10-26,3,184941,764918.0,753933.0737,7.48,,760101.3871,764346.5255
2017-10-26,4,184954,774515.3296,757324.8637,6.9,,760101.3871,764346.5255
2017-10-26,5,184956,780808.9414,760485.8637,6.9489,,760101.3871,764346.5255
2017-10-25,1,184853,693152.0,696070.7366,6.06,,735287.972,735381.9857
2017-10-25,2,184865,772308.1903,757962.0,6.9,,735287.972,735381.9857
2017-10-25,3,184882,767490.9274,759887.1863,6.0611,,735287.972,735381.9857
2017-10-25,4,184895,788618.9274,785834.7989,6.2188,,735287.972,735381.9857
2017-10-25,5,184897,805960.0559,789824.2487,7.3989,,735287.972,735381.9857
2017-10-24,1,184826,669028.0,674325.0192,6.298,,722783.9922,715381.0366
2017-10-24,2,184832,671796.0,672673.0604,6.3535,,722783.9922,715381.0366
2017-10-24,3,184838,675244.0,676347.8958,6.344,,722783.9922,715381.0366
2017-10-24,4,184842,694669.0,683982.5335,6.36,,722783.9922,715381.0366
2017-10-24,5,184846,697321.0,679253.0553,6.4,,722783.9922,715381.0366
2017-10-23,1,184792,721309.0,735364.691,6.5,,713636.4105,690426.4487
2017-10-23,2,184798,702402.0,724311.2982,6.0,,713636.4105,690426.4487
2017-10-23,3,184808,712402.0,741182.8987,6.5,,713636.4105,690426.4487
2017-10-23,4,184814,715063.288,756176.7305,5.98,,713636.4105,690426.4487
2017-10-23,5,184818,714283.0,765467.0308,5.76,,713636.4105,690426.4487
2017-10-22,1,184759,685116.2701,696193.0,6.689,,703782.2565,686379.9949
2017-10-22,2,184763,676473.308,685655.0,6.6625,,703782.2565,686379.9949
2017-10-22,3,184767,707755.2366,711391.0,6.9,,703782.2565,686379.9949
2017-10-22,4,184771,709906.9349,724283.0,6.7089,,703782.2565,686379.9949
2017-10-22,5,184785,718742.4473,750174.5026,6.0511,,703782.2565,686379.9949
2017-10-21,1,184729,665632.3333,690225.0231,6.0089,,689023.0004,675872.3283
2017-10-21,2,184736,650373.3333,682352.6112,6.0,,689023.0004,675872.3283
2017-10-21,3,184740,650373.3333,686276.7948,6.0,,689023.0004,675872.3283
2017-10-21,4,184744,651307.5348,687646.107,6.725,,689023.0004,675872.3283
2017-10-21,5,184749,650712.5116,693358.2606,5.8189,,689023.0004,675872.3283
2017-10-20,1,184679,671989.2619,660714.0,7.4989,,634298.1106,680501.4125
2017-10-20,2,184690,699811.8516,686060.0,7.13,,634298.1106,680501.4125
2017-10-20,3,184701,698618.7535,695481.0,7.1,,634298.1106,680501.4125
2017-10-20,4,184710,704012.0,714266.0235,7.0001,,634298.1106,680501.4125
2017-10-20,5,184716,701677.9221,732060.3437,6.0189,,634298.1106,680501.4125
2017-10-19,1,184625,630423.2994,631887.0,6.7021,,631374.3938,584621.4851
2017-10-19,2,184638,612765.8986,625757.5811,6.0511,,631374.3938,584621.4851
2017-10-19,3,184655,613209.2376,637387.0,6.6889,,631374.3938,584621.4851
2017-10-19,4,184673,608437.0,634398.112,6.7089,,631374.3938,584621.4851
2017-10-19,5,184675,612273.0,637281.6962,6.75,,631374.3938,584621.4851
2017-10-18,1,184575,595637.7872,601214.4389,6.6589,,621737.7121,587584.9137
2017-10-18,2,184586,584842.2184,594522.4389,6.6289,,621737.7121,587584.9137
2017-10-18,3,184608,589592.0,603122.5426,6.54,,621737.7121,587584.9137
2017-10-18,4,184617,589592.0,603516.5062,6.6589,,621737.7121,587584.9137
2017-10-18,5,184619,599315.2705,614482.4389,6.7025,,621737.7121,587584.9137
2017-10-17,1,184533,624256.0,622338.9085,5.8011,,606634.3403,611059.3251
2017-10-17,2,184544,610774.0442,612684.0,6.01,,606634.3403,611059.3251
2017-10-17,3,184557,586937.2975,588955.3333,7.3088,,606634.3403,611059.3251
2017-10-17,4,184567,586981.7999,591296.6666,7.125,,606634.3403,611059.3251
2017-10-17,5,184569,588745.0496,593444.8074,6.5,,606634.3403,611059.3251
2017-10-16,1,184471,586177.6667,599360.7798,5.8011,,629131.5717,604539.186
2017-10-16,2,184486,570104.4583,588670.6074,5.8011,,629131.5717,604539.186
2017-10-16,3,184499,572083.6253,596093.0,6.25,,629131.5717,604539.186
2017-10-16,4,184515,571012.4852,601909.0,6.01,,629131.5717,604539.186
2017-10-16,5,184522,571011.8185,606248.7522,5.6377,,629131.5717,604539.186
2017-10-15,1,184439,695780.7577,697800.0,6.7025,,651321.0965,666709.5829
2017-10-15,2,184446,695936.8201,682901.3333,7.315,,651321.0965,666709.5829
2017-10-15,3,184452,694937.0,692066.0893,6.55,,651321.0965,666709.5829
2017-10-15,4,184459,679874.3969,688903.0,7.3325,,651321.0965,666709.5829
2017-10-15,5,184465,676340.6667,721732.1632,5.25,,651321.0965,666709.5829
2017-10-14,1,184407,725216.1984,722356.0,6.7025,,734951.8977,731252.1796
2017-10-14,2,184413,709952.0,694120.1074,6.9,,734951.8977,731252.1796
2017-10-14,3,184419,721352.6667,720947.6702,6.02,,734951.8977,731252.1796
2017-10-14,4,184426,722818.6667,747325.6666,5.56,,734951.8977,731252.1796
2017-10-14,5,184430,721639.6667,763445.1352,5.25,,734951.8977,731252.1796
2017-10-13,1,184367,662981.5415,659751.0,6.8458,,701041.3338,691986.0426
2017-10-13,2,184377,653115.0,655386.3903,6.5093,,701041.3338,691986.0426
2017-10-13,3,184386,649974.0122,666761.0,6.05,,701041.3338,691986.0426
2017-10-13,4,184394,682014.1564,692987.0,6.7958,,701041.3338,691986.0426
2017-10-13,5,184399,683162.0,692000.6319,6.85,,701041.3338,691986.0426
2017-10-12,1,184326,695143.4675,663336.0,6.3999,,694140.9536,725894.3053
2017-10-12,2,184332,688238.0,637600.8817,7.36,,694140.9536,725894.3053
2017-10-12,3,184342,687203.463,636272.0,6.85,,694140.9536,725894.3053
2017-10-12,4,184350,685024.5789,635122.8963,6.01,,694140.9536,725894.3053
2017-10-12,5,184357,700024.5789,649852.2544,6.01,,694140.9536,725894.3053
2017-10-11,1,184264,633459.0,638076.8873,5.5,,711300.4033,681052.2794
2017-10-11,2,184281,650221.8074,644247.4812,6.2015,,711300.4033,681052.2794
2017-10-11,3,184295,650222.0,643137.9772,6.02,,711300.4033,681052.2794
2017-10-11,4,184308,658222.0,642326.1801,6.4847,,711300.4033,681052.2794
2017-10-11,5,184316,661625.6373,624414.4812,6.9581,,711300.4033,681052.2794
2017-10-10,1,184217,650907.613,652174.0,5.9989,,667581.3749,673307.2601
2017-10-10,2,184223,666831.7,645455.0,6.45,,667581.3749,673307.2601
2017-10-10,3,184237,641252.0,651378.8269,5.5,,667581.3749,673307.2601
2017-10-10,4,184248,641813.2272,654986.0,5.65,,667581.3749,673307.2601
2017-10-10,5,184254,640254.0,667325.4262,5.01,,667581.3749,673307.2601
2017-10-09,1,184166,660338.0,659175.8168,4.7093,,679081.2939,674359.8049
2017-10-09,2,184177,661462.6908,675050.8261,4.6061,,679081.2939,674359.8049
2017-10-09,3,184188,651076.3314,674398.913,3.3089,,679081.2939,674359.8049
2017-10-09,4,184197,650382.5851,682785.7098,4.099,,679081.2939,674359.8049
2017-10-09,5,184202,639281.3325,685746.6276,0.0,,679081.2939,674359.8049
2017-10-08,1,184126,601812.0,614249.7093,5.01,,653372.5898,626213.1463
2017-10-08,2,184138,592691.0,606549.2764,5.01,,653372.5898,626213.1463
2017-10-08,3,184148,592861.0,607721.7127,5.1,,653372.5898,626213.1463
2017-10-08,4,184158,595085.0,609881.8353,5.5093,,653372.5898,626213.1463
2017-10-08,5,184161,601261.0,607643.7931,6.2,,653372.5898,626213.1463
2017-10-07,1,184076,687688.477,690277.0,5.5,,696244.4369,706972.2818
2017-10-07,2,184086,679529.1414,661916.6666,6.5,,696244.4369,706972.2818
2017-10-07,3,184094,677354.5263,666837.2159,5.8,,696244.4369,706972.2818
2017-10-07,4,184114,677071.6833,671271.3333,5.8,,696244.4369,706972.2818
2017-10-07,5,184120,674855.0,679624.4649,5.25,,696244.4369,706972.2818
2017-10-06,1,184026,770871.3247,758121.0,6.1918,,702552.0581,732853.4783
2017-10-06,2,184032,773371.5043,746846.0,6.34,,702552.0581,732853.4783
2017-10-06,3,184040,786675.7992,746958.0,6.7769,,702552.0581,732853.4783
2017-10-06,4,184045,783179.7009,756820.4565,5.7111,,702552.0581,732853.4783
2017-10-06,5,184058,758681.3193,747950.8854,7.404,,702552.0581,732853.4783
2017-10-05,1,183964,691588.0,704863.424,5.25,,729722.0541,704825.0051
2017-10-05,2,184002,672105.5746,690121.0,5.2626,,729722.0541,704825.0051
2017-10-05,3,184008,672541.0,689954.6325,5.5,,729722.0541,704825.0051
2017-10-05,4,184012,676256.2031,697212.0,5.2689,,729722.0541,704825.0051
2017-10-05,5,184016,678480.2031,688236.1,6.3535,,729722.0541,704825.0051
2017-10-04,1,183919,653649.0,652522.3107,5.99,,686525.8051,693607.962
2017-10-04,2,183932,649819.0,633723.6379,6.3535,,686525.8051,693607.962
2017-10-04,3,183948,653450.5789,651224.9424,5.5588,,686525.8051,693607.962
2017-10-04,4,183956,662595.0319,657554.0,6.0,,686525.8051,693607.962
2017-10-04,5,183958,663750.2891,670728.343,5.25,,686525.8051,693607.962
2017-10-03,1,183863,734748.0,729766.4615,5.5,,729275.4443,728368.6004
2017-10-03,2,183876,716448.0,702035.1601,5.8,,729275.4443,728368.6004
2017-10-03,3,183890,723444.0,723374.9676,5.01,,729275.4443,728368.6004
2017-10-03,4,183900,723444.0,733877.8285,5.25,,729275.4443,728368.6004
2017-10-03,5,183905,723444.0,747389.5953,5.01,,729275.4443,728368.6004
2017-10-02,1,183800,747920.0,742306.6657,6.25,,753726.2751,759173.1886
2017-10-02,2,183815,746704.7986,735918.8297,7.84,,753726.2751,759173.1886
2017-10-02,3,183830,769300.5789,759675.3581,6.1,,753726.2751,759173.1886
2017-10-02,4,183845,769215.5789,781706.8634,5.25,,753726.2751,759173.1886
2017-10-02,5,183855,769215.5789,804050.9791,4.89,,753726.2751,759173.1886
2017-10-01,1,183773,739676.0,755888.9545,5.05,,767384.3181,742354.5789
2017-10-01,2,183778,728353.0,749655.4539,5.0,,767384.3181,742354.5789
2017-10-01,3,183784,734512.3333,751101.8401,5.25,,767384.3181,742354.5789
2017-10-01,4,183788,733991.3333,757176.2652,5.05,,767384.3181,742354.5789
2017-10-01,5,183792,735457.3333,767846.5397,4.89,,767384.3181,742354.5789
2017-09-30,1,183752,769972.0,777623.493,6.0909,,777553.5961,774254.6617
2017-09-30,2,183758,755312.0718,779675.0,5.2588,,777553.5961,774254.6617
2017-09-30,3,183763,748867.3333,779581.1569,5.5,,777553.5961,774254.6617
2017-09-30,4,183767,741968.4108,790539.456,5.0,,777553.5961,774254.6617
2017-09-30,5,183769,742283.7441,801447.4787,4.51,,777553.5961,774254.6617
2017-09-29,1,183715,734500.0,740079.3696,5.5,,750257.9424,744197.0703
2017-09-29,2,183728,728015.0,753673.5086,4.3,,750257.9424,744197.0703
2017-09-29,3,183735,724015.0,763923.5835,4.495,,750257.9424,744197.0703
2017-09-29,4,183745,723015.0,773331.5517,3.3088,,750257.9424,744197.0703
2017-09-29,5,183747,723015.0,781084.6239,3.3088,,750257.9424,744197.0703
2017-09-28,1,183650,775555.0,768264.1342,6.5,,762399.4827,774685.5368
2017-09-28,2,183662,753064.4224,754731.0,6.5,,762399.4827,774685.5368
2017-09-28,3,183679,765338.9193,777239.0545,6.0111,,762399.4827,774685.5368
2017-09-28,4,183688,758106.1637,783227.1134,5.05,,762399.4827,774685.5368
2017-09-28,5,183700,760044.1637,800687.7239,4.4188,,762399.4827,774685.5368
2017-09-27,1,183592,701902.0,712369.7021,6.5,,758747.1692,729784.2653
2017-09-27,2,183604,696726.0,704196.0432,6.5,,758747.1692,729784.2653
2017-09-27,3,183619,715771.8739,708492.8116,7.0188,,758747.1692,729784.2653
2017-09-27,4,183627,715233.1763,715183.6216,6.4799,,758747.1692,729784.2653
2017-09-27,5,183636,714795.1763,723971.7453,6.0,,758747.1692,729784.2653
2017-09-26,1,183570,777538.0019,786703.0,7.2989,,794630.7507,790493.6134
2017-09-26,2,183574,803778.4481,803890.0,7.3,,794630.7507,790493.6134
2017-09-26,3,183581,808561.1779,822091.6666,6.5,,794630.7507,790493.6134
2017-09-26,4,183585,809775.8617,843621.9216,6.0,,794630.7507,790493.6134
2017-09-26,5,183587,809885.8617,862520.8075,5.1188,,794630.7507,790493.6134
2017-09-25,1,183537,822411.0,830642.045,7.21,,835599.6236,807443.1612
2017-09-25,2,183547,799474.0,828466.5466,6.5011,,835599.6236,807443.1612
2017-09-25,3,183553,810417.0,853865.0149,5.988,,835599.6236,807443.1612
2017-09-25,4,183563,810152.0,860488.0901,5.78,,835599.6236,807443.1612
2017-09-25,5,183565,814440.4758,849805.7298,6.9,,835599.6236,807443.1612
2017-09-24,1,183474,718813.0,744144.8112,6.5,,713816.6921,696979.9986
2017-09-24,2,183488,690906.0,725364.3875,6.0111,,713816.6921,696979.9986
2017-09-24,3,183501,678448.2911,719700.6798,6.0,,713816.6921,696979.9986
2017-09-24,4,183520,675448.2911,721979.4371,5.88,,713816.6921,696979.9986
2017-09-24,5,183530,677948.2911,731611.9422,5.51,,713816.6921,696979.9986
2017-09-23,1,183376,615576.0,634927.9965,5.71,,628219.452,641288.7036
2017-09-23,2,183409,604512.0,623145.8907,5.71,,628219.452,641288.7036
2017-09-23,3,183440,613370.3684,639296.943,5.71,,628219.452,641288.7036
2017-09-23,4,183448,612082.3684,642945.9756,5.71,,628219.452,641288.7036
2017-09-23,5,183458,613481.0,641126.4173,5.71,,628219.452,641288.7036
2017-09-22,1,183323,782976.0,786408.3941,5.8,,810010.0958,810077.0239
2017-09-22,2,183333,785303.0,789410.874,5.5588,,810010.0958,810077.0239
2017-09-22,3,183339,778397.2642,788996.4163,5.3989,,810010.0958,810077.0239
2017-09-22,4,183350,799097.0,821408.6337,4.5,,810010.0958,810077.0239
2017-09-22,5,183356,799097.0,835956.8118,3.5,,810010.0958,810077.0239
2017-09-21,1,183286,813914.0,807815.6321,7.5,,840303.5928,841161.8092
2017-09-21,2,183292,812809.7185,789324.9387,7.78,,840303.5928,841161.8092
2017-09-21,3,183297,823942.6961,793576.3333,7.09,,840303.5928,841161.8092
2017-09-21,4,183303,831442.7437,811785.4626,6.4955,,840303.5928,841161.8092
2017-09-21,5,183310,829535.2614,829599.5373,5.5,,840303.5928,841161.8092
2017-09-20,1,183254,804394.0,800096.0605,7.1889,,827190.6324,826688.5192
2017-09-20,2,183262,804720.3333,777896.9887,8.1,,827190.6324,826688.5192
2017-09-20,3,183266,811923.3333,788173.9491,7.98,,827190.6324,826688.5192
2017-09-20,4,183272,822360.3333,815801.87,7.1,,827190.6324,826688.5192
2017-09-20,5,183276,822360.3333,824262.4248,6.8,,827190.6324,826688.5192
2017-09-19,1,183203,931603.8043,908320.0,9.01,,831027.7353,841879.192
2017-09-19,2,183211,917780.5344,894397.0,8.74,,831027.7353,841879.192
2017-09-19,3,183222,919896.6087,909110.0858,7.8789,,831027.7353,841879.192
2017-09-19,4,183236,923951.6087,932772.9618,7.5,,831027.7353,841879.192
2017-09-19,5,183245,927958.6087,942372.137,7.89,,831027.7353,841879.192
2017-09-18,1,183148,847229.4139,828257.0,9.3711,,814082.0506,813056.2115
2017-09-18,2,183160,844828.5225,801003.0,9.2,,814082.0506,813056.2115
2017-09-18,3,183170,840126.4537,800839.0,8.5089,,814082.0506,813056.2115
2017-09-18,4,183184,842490.3333,813821.6282,7.8689,,814082.0506,813056.2115
2017-09-18,5,183192,849238.3333,815942.4773,8.5,,814082.0506,813056.2115
2017-09-17,1,183113,830003.2086,809390.0,9.69,,800956.4097,800728.4096
2017-09-17,2,183117,827200.0648,791306.0,9.79,,800956.4097,800728.4096
2017-09-17,3,183123,843200.0,812621.4962,8.9,,800956.4097,800728.4096
2017-09-17,4,183129,839362.3797,834064.5217,8.0,,800956.4097,800728.4096
2017-09-17,5,183137,838928.6667,841587.8099,7.5,,800956.4097,800728.4096
2017-09-16,1,183089,921870.4468,917594.0,8.9997,,883106.4849,858490.6938
2017-09-16,2,183095,924297.0595,916771.942,8.0989,,883106.4849,858490.6938
2017-09-16,3,183100,944858.5914,933503.6087,8.0189,,883106.4849,858490.6938
2017-09-16,4,183104,947203.6667,956429.488,7.5,,883106.4849,858490.6938
2017-09-16,5,183109,954087.8274,966594.8486,8.5089,,883106.4849,858490.6938
2017-09-15,1,183053,840524.5456,840049.0,9.03,,851509.399,833790.702
2017-09-15,2,183061,836770.3861,822944.0,9.5,,851509.399,833790.702
2017-09-15,3,183071,836920.6772,822711.1367,9.18,,851509.399,833790.702
2017-09-15,4,183079,863881.9087,830735.0,10.369,,851509.399,833790.702
2017-09-15,5,183082,874971.6772,824922.9143,10.24,,851509.399,833790.702
2017-09-14,1,183015,958241.9861,920458.0,10.2258,,931297.3848,964877.963
2017-09-14,2,183023,981034.6197,908869.0,10.7711,,931297.3848,964877.963
2017-09-14,3,183031,1046292.492,975662.3333,11.7411,,931297.3848,964877.963
2017-09-14,4,183039,1033553.695,947009.3333,10.0,,931297.3848,964877.963
2017-09-14,5,183047,1039420.756,942210.2462,10.1,,931297.3848,964877.963
2017-09-13,1,182971,900890.6992,886723.0,9.03,,946957.0291,898405.1256
